text,domain,intent
do they take reservations at applebees,kitchen_dining,accept_reservations
what locations of applebee's take reservations,kitchen_dining,accept_reservations
can applebees take any reservations,kitchen_dining,accept_reservations
does tartine in san francisco take reservations,kitchen_dining,accept_reservations
can acero take reservation,kitchen_dining,accept_reservations
does bar tartine in san francisco take reservations,kitchen_dining,accept_reservations
does buffalo wild wings take reservations,kitchen_dining,accept_reservations
does michael's accept reservations,kitchen_dining,accept_reservations
do you know if cheese cake factory does reservations,kitchen_dining,accept_reservations
does cielo take reservations,kitchen_dining,accept_reservations
do they take reservations at bjs,kitchen_dining,accept_reservations
can i make a reservation at chevy's,kitchen_dining,accept_reservations
can i make a reservation for redrobin,kitchen_dining,accept_reservations
please find out if napolis takes lunch reservations,kitchen_dining,accept_reservations
do they accept reservations at michael's,kitchen_dining,accept_reservations
does arbys in lakewood take reservations,kitchen_dining,accept_reservations
does olive garden take reservations,kitchen_dining,accept_reservations
does chillis take reservations,kitchen_dining,accept_reservations
do you know if outback allows reservations,kitchen_dining,accept_reservations
does sidetracks take reservations,kitchen_dining,accept_reservations
do you know if olive garden does reservations,kitchen_dining,accept_reservations
is it possible to make reservations in advance for macaroni grill,kitchen_dining,accept_reservations
can you make a reservation at michael's,kitchen_dining,accept_reservations
does luigi's take reservations,kitchen_dining,accept_reservations
will they take reservations at torris,kitchen_dining,accept_reservations
does bjs take reservations,kitchen_dining,accept_reservations
does the restaurant michael's take reservations,kitchen_dining,accept_reservations
tell me if per se in nyc takes reservations,kitchen_dining,accept_reservations
does burger king accept reservations,kitchen_dining,accept_reservations
does minnies cafe in modesto take reservations,kitchen_dining,accept_reservations
does buffalo wild wings in concord take reservations,kitchen_dining,accept_reservations
can you tell me if ruby tuesday does reservations,kitchen_dining,accept_reservations
how many dollars can i exchange for 5000 rubles,travel,exchange_rate
tell me the exchange rate of dollars to yen,travel,exchange_rate
what is 56 dollars in yen,travel,exchange_rate
how many dollars can i exchange for 10000 rubles,travel,exchange_rate
what's 50 euro in dollars,travel,exchange_rate
how many us dollars can i get for 20 euros,travel,exchange_rate
500 dollars equals what in pesos,travel,exchange_rate
whats euros kroner in 25,travel,exchange_rate
can you tell me today's rate for cad to usd,travel,exchange_rate
can you tell me the exchange rate for yen to euros,travel,exchange_rate
how many dollars can i exchange for 200 pounds,travel,exchange_rate
how many dollars can i exchange for 25 euros,travel,exchange_rate
what is one dollar worth in mexico,travel,exchange_rate
whats dollars won in 15,travel,exchange_rate
how many euros can i exchange for 200 yen,travel,exchange_rate
how much is 10 us dollars in canadian dollars,travel,exchange_rate
how much can i expect to receive if i trade in 6 yens,travel,exchange_rate
what is the equal number of dollars i can exchange for 50 pesos,travel,exchange_rate
how many canadian dollars can i exchange for 200 yen,travel,exchange_rate
what is the exchange to yen if i have 100 us dollars,travel,exchange_rate
i wanna know the exchange rate between yen and dollars,travel,exchange_rate
what's dollars yen in 10,travel,exchange_rate
usd to yen is what right now,travel,exchange_rate
what is 5 in yen and rubles,travel,exchange_rate
what is the yen worth in terms of the peso,travel,exchange_rate
what's the currency conversion between rubles and pounds,travel,exchange_rate
how does 10 pounds convert to euros,travel,exchange_rate
what is the quantity of dollars i receive for trading 6 yens,travel,exchange_rate
how many pesos in one dollar us,travel,exchange_rate
what's the exchange rate between dollars and pesos,travel,exchange_rate
usd to the euro exchanges at what right now,travel,exchange_rate
exchange rate between mexico and us,travel,exchange_rate
i wanna know five dollars in yen and rubles,travel,exchange_rate
what is the current exchange rate of yen to lira,travel,exchange_rate
tell me five dollars in yen and rubles,travel,exchange_rate
what is the current going rate for exchanging dollars for pesos,travel,exchange_rate
what's 10 pounds in dollars,travel,exchange_rate
what is the exchange rate between british pounds and yen,travel,exchange_rate
is the dollar strong against the yen today,travel,exchange_rate
how many pesos can i get for one dollar,travel,exchange_rate
what is the exchange rate in pesos for 100 dollars,travel,exchange_rate
tell me the exchange rate between rubles and dollars,travel,exchange_rate
how much is 500 dollars in pesos,travel,exchange_rate
how many dollars can i exchange for 10 yen,travel,exchange_rate
tell me the currency conversion rate from kurus to euros,travel,exchange_rate
what is the maximum dollars i can get for 6 yens,travel,exchange_rate
tell me the exchange rate between dollars and pesos,travel,exchange_rate
i would love to know the exchange rate between rubles and pounds,travel,exchange_rate
dollar to pesos exchange rate,travel,exchange_rate
how many pesos equals 500 dollars,travel,exchange_rate
i want to pay that bill now,banking,pay_bill
i gotta pay my cable bill,banking,pay_bill
i need help to pay my electric bill,banking,pay_bill
please tell me how to pay my gas bill,banking,pay_bill
i need help paying my tuition bill,banking,pay_bill
i wish to pay my cable bill,banking,pay_bill
i would like to pay my cell phone bill,banking,pay_bill
i want to pay my water bill,banking,pay_bill
i'd like to pay my bill,banking,pay_bill
i need help paying my water bill,banking,pay_bill
use my savings account to the pay the rent,banking,pay_bill
can anyone help me pay my car bill,banking,pay_bill
pay my insurance bill,banking,pay_bill
i need to pay my water bill,banking,pay_bill
i need help paying my phone bill,banking,pay_bill
i want to pay my rent bill,banking,pay_bill
pay my internet bill with my discover account,banking,pay_bill
pay my electric bill from my paypal account,banking,pay_bill
are you able to help me pay my mortgage,banking,pay_bill
i need help paying my electric bill,banking,pay_bill
pay my gas bill from my saving account,banking,pay_bill
i want to pay my tax bill,banking,pay_bill
pay a bribe using my money market account,banking,pay_bill
i need help paying my hoa bill,banking,pay_bill
please pay electric bill,banking,pay_bill
pay the red cross the monthly donation,banking,pay_bill
i got to pay my cable bill,banking,pay_bill
do a car payment from my savings account,banking,pay_bill
is there anyone available to help pay an internet bill,banking,pay_bill
i'd really like to pay this bill,banking,pay_bill
pay the electric bill,banking,pay_bill
please pay my bill,banking,pay_bill
pay the cable bill with my visa card,banking,pay_bill
"my water bill is due, pay it immediately",banking,pay_bill
pay my water bill with my charles schwab account,banking,pay_bill
i want to do a payment on my water bill,banking,pay_bill
i need help paying my cable bill,banking,pay_bill
i need to pay this month's tv subscription fee,banking,pay_bill
can i pay my bill,banking,pay_bill
pay my electric bill from my amex account,banking,pay_bill
i need your help to pay my gas bill,banking,pay_bill
go ahead and pay my american express bill now,banking,pay_bill
i'd like to pay my coned bill,banking,pay_bill
can you pay the bill now,banking,pay_bill
use my checkings account to pay the electric bill,banking,pay_bill
i want to pay my electric bill,banking,pay_bill
i want to pay my insurance bill,banking,pay_bill
pay my mortgage from my checkings accounts,banking,pay_bill
pay my cable bill from my facebook account,banking,pay_bill
can you give me a hand paying my water bill,banking,pay_bill
what is the weather like in sparks right now,utility,weather
what s the uv index tomorrow,utility,weather
costa mesa weather,utility,weather
what will the low temperatures be over the weekend,utility,weather
what is the high temperature for tomorrow,utility,weather
what's the highest chance of rain for today,utility,weather
what is the weather going to be like tomorrow,utility,weather
how hot will it be tomorrow,utility,weather
how many of inches of snow did my hometown get last year,utility,weather
what's the weather,utility,weather
can you tell me the low tonight,utility,weather
i need meteorological data for tallahassee,utility,weather
what's the chance of rain on friday,utility,weather
how cold will it be tomorrow,utility,weather
will it snow this weekend,utility,weather
is it going to rain tonight,utility,weather
what are the conditions like in orlando,utility,weather
how is the weather in seattle,utility,weather
how cold is it going to be tonight,utility,weather
what's it doing outside right now,utility,weather
can you let me know if it will be warm this week,utility,weather
what is the record high temperature for today,utility,weather
what is the temp right now,utility,weather
what is the weather going to be like,utility,weather
is it going to rain today,utility,weather
whats the forecast for the weather,utility,weather
give me the 7 day forecast,utility,weather
how's the weather,utility,weather
what's the climate like in chicago,utility,weather
"is it snowing right now in richmond, va",utility,weather
can you give me info on miami weather,utility,weather
is it snowing in the next two weeks,utility,weather
how is the weather in miami,utility,weather
what will the weather be like,utility,weather
costa mesa current weather,utility,weather
what will the weather be this weekend,utility,weather
what's the current weather,utility,weather
will it get over 90 degrees today,utility,weather
tell me the weather report for tallahassee,utility,weather
is it going to be sunny today,utility,weather
how is it outside,utility,weather
what are the conditions like in sarasota,utility,weather
how much snow will we be getting tomorrow,utility,weather
what is the weather report for seattle,utility,weather
what are the weather conditions in seattle,utility,weather
is it hot outside,utility,weather
what is the temperature in costa mesa,utility,weather
what's the weekend forecast,utility,weather
what's the weather like right now,utility,weather
weather,utility,weather
how do i find my location right now,auto_commute,current_location
in the place i am what are my gps coordinates,auto_commute,current_location
please tell me my location using gps,auto_commute,current_location
what are my gps coordinates at this location,auto_commute,current_location
what's my current location,auto_commute,current_location
tell me my current location,auto_commute,current_location
check maps for my location,auto_commute,current_location
"can you find my location on the map, please",auto_commute,current_location
what are my gps coordinates right now,auto_commute,current_location
please tell me my current gps coordinates,auto_commute,current_location
what do i do to find my location,auto_commute,current_location
let me know my current location,auto_commute,current_location
can you direct me where to find where i am,auto_commute,current_location
what are the gps coordinates of this spot i am at right now,auto_commute,current_location
how can i locate where i am,auto_commute,current_location
what do i do to find my current location,auto_commute,current_location
give me my location on the map,auto_commute,current_location
how will i find my current location,auto_commute,current_location
at this location what are my gps coordinates,auto_commute,current_location
how do i know where i'm at,auto_commute,current_location
is there a way to get my current location,auto_commute,current_location
check out my location up on the map,auto_commute,current_location
can i have my current gps coordinates,auto_commute,current_location
"how do i find my location, please",auto_commute,current_location
i would like to know my current location,auto_commute,current_location
where am i located currently,auto_commute,current_location
what street am i on right now,auto_commute,current_location
list my current gps coordinates,auto_commute,current_location
i need to know my current gps coordinates,auto_commute,current_location
display my location on a map,auto_commute,current_location
"how do i find my present location right now, please",auto_commute,current_location
what are my longitude and latitude points,auto_commute,current_location
please show me where i am on a map,auto_commute,current_location
where am i right this moment,auto_commute,current_location
can you tell me how to figure out my current location,auto_commute,current_location
what is my current location that you see right now,auto_commute,current_location
my current location,auto_commute,current_location
how can i go about finding my location right now,auto_commute,current_location
how can i tell what my current location is,auto_commute,current_location
can you tell me my location,auto_commute,current_location
please tell me my current location,auto_commute,current_location
"where am i right now, location wise",auto_commute,current_location
i'm lost,auto_commute,current_location
please locate me on the map and show me,auto_commute,current_location
how shall i find my current location,auto_commute,current_location
i need to find out how i know my location right now,auto_commute,current_location
i do not know where i am,auto_commute,current_location
use the map and pinpoint my position,auto_commute,current_location
please give me my gps coordinates,auto_commute,current_location
help me find where i am,auto_commute,current_location
i advise you to quit talking,meta,cancel
terminate current process,meta,cancel
stop,meta,cancel
i want you to cancel the current action,meta,cancel
"what you are doing is not actually helpful, please cancel the action",meta,cancel
shhhh,meta,cancel
just shut up,meta,cancel
mute,meta,cancel
"that's enough, don't say anymore please",meta,cancel
cancel that last command,meta,cancel
"stop working on it, i need something else",meta,cancel
"never mind, don't do that",meta,cancel
i don't want you to speak any more for now,meta,cancel
oh shut the hell up would you,meta,cancel
"cancel my last request, i know the answer",meta,cancel
can you end the task,meta,cancel
refrain from talking,meta,cancel
undo,meta,cancel
"never mind, cancel that",meta,cancel
can you cancel,meta,cancel
"please cancel what you are doing, i've changed my mind",meta,cancel
"nevermind, cancel that",meta,cancel
no more talking,meta,cancel
undo this process,meta,cancel
don't continue with what you're doing,meta,cancel
"ai, cancel that last request",meta,cancel
halt,meta,cancel
cancel action,meta,cancel
quiet now,meta,cancel
i would like you to stop what you were doing,meta,cancel
can you stop speaking,meta,cancel
abort running program,meta,cancel
ai stop talking,meta,cancel
halt the process,meta,cancel
"ai, shut up",meta,cancel
"i actually don't want this anymore, please abort",meta,cancel
please cancel the input,meta,cancel
stop and go back,meta,cancel
i need you to stop talking now,meta,cancel
abort,meta,cancel
stop that,meta,cancel
halt that immediately,meta,cancel
please abandon the current job,meta,cancel
cancel that,meta,cancel
abort the current action,meta,cancel
oops cancel that,meta,cancel
could you stop talking for a second,meta,cancel
don't do this process,meta,cancel
"ai, stop talking",meta,cancel
actually forget that i don't need it,meta,cancel
how good are the ratings for outback,kitchen_dining,restaurant_reviews
how good are the ratings for the olive garden,kitchen_dining,restaurant_reviews
tell me the reviews for bjs,kitchen_dining,restaurant_reviews
look up the ratings for olive garden,kitchen_dining,restaurant_reviews
what are the ratings about at pho king,kitchen_dining,restaurant_reviews
what are reviews for ihop like,kitchen_dining,restaurant_reviews
what are the reviews like for la camelia,kitchen_dining,restaurant_reviews
does ihop have good reviews,kitchen_dining,restaurant_reviews
do people like the food at wendy's,kitchen_dining,restaurant_reviews
are there any negative reviews for wendy's,kitchen_dining,restaurant_reviews
has ruby tuesday got good reviews,kitchen_dining,restaurant_reviews
how good are the ratings for the french laundry,kitchen_dining,restaurant_reviews
how are the reviews for spaghetti at the olive garden,kitchen_dining,restaurant_reviews
how are the donuts reviews at tgi,kitchen_dining,restaurant_reviews
does chic-fil-a have good reviews,kitchen_dining,restaurant_reviews
can you tell me if eating at outback's any good,kitchen_dining,restaurant_reviews
does red robin have good reviews,kitchen_dining,restaurant_reviews
how good are the ratings for chez panisse,kitchen_dining,restaurant_reviews
do people like chipotle,kitchen_dining,restaurant_reviews
what are the reviews like for mission chinese,kitchen_dining,restaurant_reviews
tell me about the reviews for olive garden,kitchen_dining,restaurant_reviews
what are the reviews like at minnis,kitchen_dining,restaurant_reviews
does the mediterranean grille have good reviews,kitchen_dining,restaurant_reviews
tell me how good ihop's ratings are,kitchen_dining,restaurant_reviews
does buffalo wild wings have good reviews,kitchen_dining,restaurant_reviews
are the chili's reviews any good,kitchen_dining,restaurant_reviews
does wendy's have good reviews,kitchen_dining,restaurant_reviews
does the bleu olive have decent reviews,kitchen_dining,restaurant_reviews
are the reviews good or bad for burger king,kitchen_dining,restaurant_reviews
how good are the ratings for pizza hut,kitchen_dining,restaurant_reviews
let me know how the outback steakhouse reviews are,kitchen_dining,restaurant_reviews
are the reviews for applebee's good,kitchen_dining,restaurant_reviews
what do people say about village inn,kitchen_dining,restaurant_reviews
are there any positive reviews for wendy's,kitchen_dining,restaurant_reviews
how good are the ratings for peter luger steakhouse,kitchen_dining,restaurant_reviews
does mcdonalds have good reviews,kitchen_dining,restaurant_reviews
pull up the ratings for macaroni grill,kitchen_dining,restaurant_reviews
how good are the ratings for chic-fil-a,kitchen_dining,restaurant_reviews
i want to know how the mcdonalds reviews are,kitchen_dining,restaurant_reviews
at yakamoto how is their sushi,kitchen_dining,restaurant_reviews
does longhorn steakhouse have good reviews,kitchen_dining,restaurant_reviews
what's the reviews have to say about burger king,kitchen_dining,restaurant_reviews
does pizza hut have good reviews,kitchen_dining,restaurant_reviews
does applebee's have good reviews,kitchen_dining,restaurant_reviews
how are the burgers at carl jr's,kitchen_dining,restaurant_reviews
is the sushi well-received at yakamoto,kitchen_dining,restaurant_reviews
what reviews does miyabi have,kitchen_dining,restaurant_reviews
how's the sausage pizza at pizza hut,kitchen_dining,restaurant_reviews
what are the reviews like for bar tartine,kitchen_dining,restaurant_reviews
what kind of reviews does wendy's have,kitchen_dining,restaurant_reviews
"how do i update my pin number for my account, please",banking,pin_change
how do i change my pin for number for my abc bank account,banking,pin_change
i cannot remember what my pin is for my bank of america checking account,banking,pin_change
i want to change my pin number for my checking account,banking,pin_change
i forgot my pin number for my northfield account,banking,pin_change
switch my amex pin to 1234,banking,pin_change
i seem to have lost the pin for my retirement account,banking,pin_change
i would like to change the pin on my savings account,banking,pin_change
help me change my pin number for my money market account,banking,pin_change
i need you to change the pin on my bank of america account to be 1234,banking,pin_change
i need to change my pin number for my savings account,banking,pin_change
change the pin on my bank account first republic to 1234,banking,pin_change
i cannot recall the pin for my savings account,banking,pin_change
i need to reset my pin number,banking,pin_change
i would like to change my pin number for my chase account,banking,pin_change
i'm afraid i've forgotten the pin for my 401k account,banking,pin_change
i must change my pin number for my account,banking,pin_change
i gotta change my pin number for my debit account,banking,pin_change
i would like to replace the pin number for my retirement account,banking,pin_change
i need help changing my pin,banking,pin_change
i really cannot remember what my pin is for my bank of america checking account,banking,pin_change
i forgot the pin number for my college fund account,banking,pin_change
change the pin on my chase account to be 1234,banking,pin_change
tell me how to retrieve my pin number,banking,pin_change
is there a way to get my pin number,banking,pin_change
change my amex pin to 1234,banking,pin_change
please change my retirement account pin number to 1234,banking,pin_change
change the pin on my bofa account to 3892,banking,pin_change
help me change my pin number,banking,pin_change
i got to change my pin number for my account,banking,pin_change
"i'd like to change the pin on my savings account, please",banking,pin_change
change my amex account pin to 1234,banking,pin_change
is there a way to change my pin number for my savings account,banking,pin_change
swap my amex pin to 1234,banking,pin_change
can you change my 1st national account pin to 4892,banking,pin_change
i want a new pin for my savings account,banking,pin_change
change the pin on my capital one account to be 1234,banking,pin_change
i wanna change my pin number for my credit acount,banking,pin_change
can you tell me my password checking account,banking,pin_change
i cannot remember what my pin is for my bank of america checking account this moment,banking,pin_change
please tell me my pin number for my synovus account,banking,pin_change
i need to change my pin number for my checking account,banking,pin_change
i'd like to change my pin number for my savings account,banking,pin_change
can you reset my pin number,banking,pin_change
"i would like to change the pin on my savings account, please",banking,pin_change
please change my checking account pin to 1234,banking,pin_change
set up a new pin number on my college fund account and make it be 1234,banking,pin_change
"help me, i forgot my pin number",banking,pin_change
change the pin on my bank of america account to be 1234,banking,pin_change
i am unable to remember what my pin is for my bank of america checking account,banking,pin_change
"was a hold placed on my wells fargo account, and if so why",banking,account_blocked
"there's a hold on my chase account, but why",banking,account_blocked
what would cause my bank account to be frozen,banking,account_blocked
why is my account locked,banking,account_blocked
"help, my account is blocked",banking,account_blocked
why am i locked out of my bank account,banking,account_blocked
why don't i have access to my bank account,banking,account_blocked
why cannot i take any money out from my bank account,banking,account_blocked
why did my bank account freeze,banking,account_blocked
can you explain why there is a hold on my savings account,banking,account_blocked
why does my credit union account have a hold on it,banking,account_blocked
what reason could the bank have had for blocking my account,banking,account_blocked
why is there a hold on my charles swab account,banking,account_blocked
check for why is my bank account frozen,banking,account_blocked
do you know why i can't log into my bank account,banking,account_blocked
help me unblock my account,banking,account_blocked
why am i seeing a hold on my boa account,banking,account_blocked
who can i talk to right away about the current freeze on my account,banking,account_blocked
why is there a block on my account,banking,account_blocked
what is the reason for frozen status on my bank account,banking,account_blocked
my capital one account has a hold; why,banking,account_blocked
why am i seeing a hold on my charles schwab account,banking,account_blocked
i am confused because my account seems to have been blocked for no reason,banking,account_blocked
why does my visa account have a hold on it,banking,account_blocked
why can't i access my bank account,banking,account_blocked
"my account has a hold on it and i can't access my funds, why",banking,account_blocked
can you find out what triggered a hold on my bank account,banking,account_blocked
can you find out why is my bank account frozen,banking,account_blocked
why isn't it letting me into my bank account,banking,account_blocked
why is there a hold on my american saving bank account,banking,account_blocked
why is my bank account blocking me,banking,account_blocked
"help me please, my account is blocked",banking,account_blocked
please let me into my bank account,banking,account_blocked
i think my account is blocked but i do not know the reason,banking,account_blocked
can i talk to someone about why there is a hold on my checking account,banking,account_blocked
what is the reason i am locked out of my bank account,banking,account_blocked
can you tell me why is my bank account frozen,banking,account_blocked
how is it possible that my account has been frozen,banking,account_blocked
i'm confused about the reason for my bank account being frozen,banking,account_blocked
why would the bank have frozen my account,banking,account_blocked
why is my account blocked,banking,account_blocked
can you tell me why there's a hold on my mutualone account,banking,account_blocked
i think my account is block but i am not sure why,banking,account_blocked
why is there a hold on my discover account,banking,account_blocked
"my account is blocked, help me figure out why",banking,account_blocked
why was a hold placed on my wells fargo account,banking,account_blocked
how come a hold was placed on my 401k account,banking,account_blocked
why would a hold have been placed on my checking account,banking,account_blocked
i am very confused about why or how my bank would lock me out of my account,banking,account_blocked
i think my account is blocked,banking,account_blocked
what things do you do for fun,small_talk,what_are_your_hobbies
can you tell me about your hobbies,small_talk,what_are_your_hobbies
what are your favorite hobbies to take part in,small_talk,what_are_your_hobbies
tell me what you do in your free time,small_talk,what_are_your_hobbies
what types of hobbies do you enjoy,small_talk,what_are_your_hobbies
what sorts of things do you do to have a good time,small_talk,what_are_your_hobbies
what are you hobbies,small_talk,what_are_your_hobbies
what do you like to do when you're not working,small_talk,what_are_your_hobbies
what do you do for fun,small_talk,what_are_your_hobbies
what other hobbies do you enjoy,small_talk,what_are_your_hobbies
what hobbies do you like,small_talk,what_are_your_hobbies
do you enjoy any hobbies,small_talk,what_are_your_hobbies
what things do you enjoy doing,small_talk,what_are_your_hobbies
what's your hobbies,small_talk,what_are_your_hobbies
what do you do in your down time,small_talk,what_are_your_hobbies
what sorts of hobbies do you enjoy,small_talk,what_are_your_hobbies
what do you do in your free time,small_talk,what_are_your_hobbies
what are your favorite hobbies,small_talk,what_are_your_hobbies
what are the things you like to do for fun,small_talk,what_are_your_hobbies
can you tell me some of your hobbies,small_talk,what_are_your_hobbies
please share your hobbies with me,small_talk,what_are_your_hobbies
what are ai's hobbies,small_talk,what_are_your_hobbies
so what sort of hobbies are you into,small_talk,what_are_your_hobbies
what hobbies do you do,small_talk,what_are_your_hobbies
let's talk about your hobbies,small_talk,what_are_your_hobbies
"what do you do when you're not working, for fun",small_talk,what_are_your_hobbies
what are some things that you enjoy,small_talk,what_are_your_hobbies
what you do at the free time,small_talk,what_are_your_hobbies
what kinds of things are you into,small_talk,what_are_your_hobbies
do you have anything you enjoy to do,small_talk,what_are_your_hobbies
what things do you like to do,small_talk,what_are_your_hobbies
might you have any hobbies,small_talk,what_are_your_hobbies
what hobbies do you like to partake in,small_talk,what_are_your_hobbies
what sort of things do you enjoy,small_talk,what_are_your_hobbies
what sorts of things do you do for fun,small_talk,what_are_your_hobbies
what's your favorite hobby,small_talk,what_are_your_hobbies
do you have any hobbies,small_talk,what_are_your_hobbies
what do you do for hobbies,small_talk,what_are_your_hobbies
what keeps you busy in your free time,small_talk,what_are_your_hobbies
what kinds of activities do you enjoy,small_talk,what_are_your_hobbies
share some of your hobbies with me,small_talk,what_are_your_hobbies
what sort of things do you or work on for fun when you have extra time,small_talk,what_are_your_hobbies
what do you enjoy doing while not working,small_talk,what_are_your_hobbies
any hobbies,small_talk,what_are_your_hobbies
what do you do to occupy your free time,small_talk,what_are_your_hobbies
what are your favorite activities,small_talk,what_are_your_hobbies
what do you do when you're not working,small_talk,what_are_your_hobbies
what hobbies do you like doing,small_talk,what_are_your_hobbies
what do you like to do for fun,small_talk,what_are_your_hobbies
what sort of hobbies are you into,small_talk,what_are_your_hobbies
give me instructions on how to change the oil in my car,auto_commute,oil_change_how
what way can i change oil at home,auto_commute,oil_change_how
i need step by step instructions on how to change the oil in my car,auto_commute,oil_change_how
what kind of oil do i need to change the oil in my car,auto_commute,oil_change_how
is it easy to change the oil in my car,auto_commute,oil_change_how
how do i choose the correct oil and how do i change it,auto_commute,oil_change_how
what do i need to change my oil,auto_commute,oil_change_how
do i need any tools to change the oil in my car,auto_commute,oil_change_how
how do i change the oil in a car,auto_commute,oil_change_how
how do i change my oil and choose the right oil,auto_commute,oil_change_how
i want to practive changing oil,auto_commute,oil_change_how
i need to know how to change my oil,auto_commute,oil_change_how
what kind of oil do i need to use for my car,auto_commute,oil_change_how
help me change my oil and what kind do i need,auto_commute,oil_change_how
how do i change a car's oil,auto_commute,oil_change_how
i want to learn how to change the oil in my car,auto_commute,oil_change_how
what is needed to change my oil,auto_commute,oil_change_how
what are the procedures for changing my oil,auto_commute,oil_change_how
show me how to change my oil,auto_commute,oil_change_how
what are the steps to change the oil in my car,auto_commute,oil_change_how
i need to change my oil and have no idea how to do it,auto_commute,oil_change_how
i can't change my oil and don't know what kind i need,auto_commute,oil_change_how
i want manual on how to change oil,auto_commute,oil_change_how
can you find instructions on how to change oil in a car,auto_commute,oil_change_how
"i want to change my oil if you can tell me what to do, and what kind do i get",auto_commute,oil_change_how
can you tell me the steps to change the oil in my car,auto_commute,oil_change_how
give me instructions on how to change my oil,auto_commute,oil_change_how
i want to change the oil in my car,auto_commute,oil_change_how
"can you assist with an oil change, and what type of oil do i get",auto_commute,oil_change_how
i want a lesson on changing my oil,auto_commute,oil_change_how
how do you change car oil,auto_commute,oil_change_how
what kind of oil should i use for my current car,auto_commute,oil_change_how
what do i need in order to change my oil,auto_commute,oil_change_how
how can my oil be changed in my car,auto_commute,oil_change_how
how do i change the oil for my car,auto_commute,oil_change_how
how do i change my oil with the correct type,auto_commute,oil_change_how
walk me through changing the oil on a tesla,auto_commute,oil_change_how
give me instructions for changing the oil in a 2015 passat,auto_commute,oil_change_how
give me instructions to change my oil,auto_commute,oil_change_how
what is the way i can change my oil,auto_commute,oil_change_how
i need to know how to change my car's oil,auto_commute,oil_change_how
give me manual on how to change oil,auto_commute,oil_change_how
tell me the procedure for changing oil in a car,auto_commute,oil_change_how
i intend to learn how to change oil in my car,auto_commute,oil_change_how
i want to learn the process of changing oil,auto_commute,oil_change_how
i should use what kind of oil and can you help me change it,auto_commute,oil_change_how
how do i change the oil in my passat,auto_commute,oil_change_how
tell me how to change the oil in 2014 odyssey,auto_commute,oil_change_how
find instructions on how to change my oil,auto_commute,oil_change_how
can you tell me how to change the oil in my car,auto_commute,oil_change_how
set up a reminder to give the cat her flea medicine,home,reminder_update
tell me to take out the trash in an hour,home,reminder_update
make me a reminder that tommorow is trash day,home,reminder_update
set a reminder for me to call my brother at 8 pm,home,reminder_update
could you make me a reminder to do the floors,home,reminder_update
can i set a reminder,home,reminder_update
make a reminder to work out at the gym,home,reminder_update
set a reminder to go grocery shopping,home,reminder_update
remind me to take the chicken out in a hour,home,reminder_update
remind me,home,reminder_update
create a reminder for me to exercise this week,home,reminder_update
please remind me of something,home,reminder_update
please give me a reminder,home,reminder_update
set a reminder to go check the mail,home,reminder_update
i need a reminder to remind me to do something,home,reminder_update
how about a reminder,home,reminder_update
dont forget to set a reminder to pay the bills,home,reminder_update
set a reminder to feed the dogs,home,reminder_update
"new reminder, please",home,reminder_update
set up a reminder that i need to pay my car ins the 23rd,home,reminder_update
i need to make a reminder please,home,reminder_update
remind me again please,home,reminder_update
remind me to bring a jacket in tomorrow,home,reminder_update
"the next time it rains, remind me to close the windows",home,reminder_update
make a reminder for me to do my resume,home,reminder_update
make a reminder to do my taxes,home,reminder_update
set a reminder for me to do this in a bit,home,reminder_update
make reminder to pay rent on the 30th of every month,home,reminder_update
make a reminder to change the cat litter,home,reminder_update
i want you to remind me of something,home,reminder_update
make a reminder to give the cat her flea medicine,home,reminder_update
remind me to call bob,home,reminder_update
can you set me a reminder,home,reminder_update
set a reminder for my doctors appointment,home,reminder_update
create a reminder for me to send flowers to my mom for mother's day,home,reminder_update
set a reminder for monday pay taxes,home,reminder_update
set reminder to prepare for my meeting at 10 am,home,reminder_update
please remind me later,home,reminder_update
make me a reminder about booking it,home,reminder_update
remember to remind me of this later,home,reminder_update
please remind me to take out the trash,home,reminder_update
remind me tommorow at 3pm i have a doctors appointment,home,reminder_update
set a new reminder for tomorrow at 4am,home,reminder_update
create a reminder to pay taxes on monday,home,reminder_update
please reminder for car meet,home,reminder_update
i need to set a reminder to go to the post office,home,reminder_update
set reminder pay taxes on monday,home,reminder_update
dont let me forget to do that thing later,home,reminder_update
set a reminder for later,home,reminder_update
remind me to take out the trash,home,reminder_update
"i'd like to rent a limo in las vegas from may 01, 2019 to may 03, 2019",travel,car_rental
is it possible to rent a car from laguardia from tuesday to friday,travel,car_rental
i need a rental car for sfo from friday to saturday,travel,car_rental
are there any places nearby i can rent a car at,travel,car_rental
could i rent a car in seattle from next monday to thursday please,travel,car_rental
i'd like to find a place that rents flashy sports cars in tampa,travel,car_rental
i need you to get me a rental car in nashville,travel,car_rental
i want to rent a car in boise from april 12-15,travel,car_rental
can you help me with a rental car,travel,car_rental
please check if i can do a car rental from charlotte douglas airport from monday to wednesday,travel,car_rental
i'll require a rental car from 3/6 - 3/19 in san jose,travel,car_rental
i will need a rental car since i'm going to travel to new york,travel,car_rental
help me to book a car rental in sacremento,travel,car_rental
on may 12 to may 16 can i get a car from aiken,travel,car_rental
"can you see if i can rent a car from dallas on the dates of march 1, 2019 to march 3, 2019",travel,car_rental
i need to rent a car in boston for march 2 until march 4,travel,car_rental
where can i rent a car soon,travel,car_rental
will car rentals be available in boston from march 2 to march 4,travel,car_rental
i need to find a rental car since i'm travelling to new york tomorrow,travel,car_rental
